Etablissement;Adresse;"Code postal";Ville;"url du site";"borne connectée / déconnectée";icone;"Latitude longitude"
"Pôle Numérique";"1 Avenue de la Gare";26300;Alixan;http://www.pole-numerique.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.9770323,44.9899753]}"
"Office de Tourisme du Pays de la Forêt de Saoû";"7, Place de l'eglise";26400;Saou;http://www.paysforetdesaou-tourisme.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.0622,44.646736]}"
"Gite Le balcon du Vercors";"Lieu-dit : La Madone";26420;"Saint Julien en vercors";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.460505,45.027839]}"
"Domaine de Montine";"Hameau de la Grande Tuiliere";26230;GRIGNAN;http://www.domaine-de-montine.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.9291724,44.4156579]}"
"Auberge de la Valloire";"205 route de la gare";26210;Epinouze;http://www.aubergedelavalloire.sitew.com/#Nouveautes_.E;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.9336892,45.3046307]}"
"Auberge de la Valloire";"205 route de la gare";26210;Epinouze;http://www.aubergedelavalloire.sitew.com/#Nouveautes_.E;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.9336892,45.3046307]}"
"TONDUT Jacques";"Les Barris";26140;Albon;www.lepreauxanes.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.858688,45.253489]}"
"Camping Municipal Les Biaux";"Allee du 10 Aout 1944";26560;Sederon;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.53806934,44.2017224]}"
"Mairie de Loriol";"Grande Rue";26270;Loriol-sur-Drome;http://www.loriol.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.822234,44.751819]}"
"Place du marche";"Place du marche";26130;Saint-Paul-Trois-Chateaux;http://www.ville-saintpaultroischateaux.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.76767,44.348772]}"
"Agence de Développement Touristique de la Drôme";"8, rue Baudin";26000;Valence;http://www.ladrometourisme.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.897362,44.933287]}"
"Chambre d'hôtes l'épicerie";"55 avenue du Vercors";26190;"Ste Eulalie en Royans";http://www.chambres-hote-epicerie.com;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.344709,45.046387]}"
"Office de Tourisme du Pays du Royans";"Place de la Fontaine de Thais, Parvis de l'Aqueduc";26190;St-Nazaire-en-Royans;http://www.royans.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.2463,45.060267]}"
"Office de Tourisme de Montélimar";"Allees Provencales - Montee Saint Martin";26200;Montelimar;https://www.montelimar-tourisme.com/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.751619,44.56148]}"
"Médiathèque départementale Vallée de la Drôme";"Place Alexandre Soljenitsyne";26400;Crest;http://mediatheque.ladrome.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.015423,44.730873]}"
"Médiathèque départementale Diois-Vercors";"20 Avenue de la Division du Texas";26150;Die;http://mediatheque.ladrome.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.374946,44.751895]}"
"Médiathèque départementale Drôme des Collines";"4 allee des terrasses";26240;Saint-Vallier;http://mediatheque.ladrome.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.816629,45.178696]}"
"Les Gites d'Autichamp";"Lieu dit Piaux";26400;Autichamp;http://www.lesgitesdautichamp.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.968127,44.686147]}"
"Foire du Dauphiné";"Avenue des Allobroges";26100;"Romans sur Isère";http://www.foire-dauphine.com/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.097979,45.055896]}"
"Association des Maires de la Drôme";"Ile Girodet";26500;Bourg-lès-Valence;http://www.mairesdeladrome.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.887545,44.943299]}"
"Mairie de Rochegude";"20, Place de la Fontaine";26790;Rochegude;http://www.mairie-rochegude.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.82998,44.24749]}"
"Office de Tourisme Pays de Marsanne";"1 Avenue Albin Davin";26740;Marsanne;http://www.paysdemarsanne.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.873688,44.643673]}"
"Mairie de Besayes";"7, rue de la Liberté";26300;Besayes;http://www.besayes.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.078213,44.965628]}"
"Hotel Restaurant Le Maximilien";"Pont St Uze";26240;Saint-Uze;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.862766,45.182371]}"
"Plan d'eau Biotope";"Chemin du Perret";74920;COMBLOUX;http://www.combloux.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[6.645234,45.897742]}"
"Sommet des pistes";"Sommet des pistes";74920;COMBLOUX;http://www.combloux.com;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[6.588428,45.879074]}"
"Communauté de Communes Porte de DromArdèche";"7, place de la Mairie";26330;"Châteauneuf de Galaure";http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.956388,45.2326]}"
"Communauté de Communes Porte de DromArdèche";"Place Camille Gervais";26140;Anneyron;http://www.portededromardeche.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.88674,45.26966]}"
"Communauté de Communes Porte de DromArdèche";"Place de la Mairie";26330;Ratières;http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.96737,45.18137]}"
"Communauté de Communes Porte de DromArdèche";"Rue de la Mairie";26390;Hauterives;http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.02703,45.25559]}"
"Communauté de Communes Porte de DromArdèche";"Place de la Mairie";26240;Mureils;http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.93049,45.20947]}"
"Communauté de Communes Porte de DromArdèche";"Espace Montferrat";26330;"Saint Martin d'Aout";http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.981474,45.216924]}"
"Communauté de Communes Porte de DromArdèche";"140 Allée de La Ronceraie";26240;Laveyron;http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.81219,45.20021]}"
"Pub O'Saint-Paul";"Parc St paul";26750;"St Paul les Romans";http://www.osaintpaul.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.106804,45.060332]}"
"Camping Le Village";"Chemin de la piscine";26470;"La Motte Chalancon";http://www.camping-levillage.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.379202,44.482667]}"
"Office de Tourisme Du Rhône Aux Gorges de l'Ardèche - Agence de Larnas";"Le village";7220;Larnas;www.rhone-gorges-ardeche.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.598122,44.448855]}"
"Hermitage Tournonais Tourisme";"2 place St Julien";7300;Tournon-sur-Rhône;http://www.hermitage-tournonais-tourisme.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.830315,45.068528]}"
"Communauté de Communes Porte de DromArdèche";"Place Auguste Delaye";26240;"SAINT VALLIER";http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.814882,45.178552]}"
"Mas Lapis Lazuli";"Quartier la Buse";26510;Sahune;www.maslapislazuli.com;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.277236,44.416188]}"
"La Roseraie-Drôme";"2345 Route du Maquis";26110;Condorcet;http://www.roseraie-drome.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.183787,44.423505]}"
"Gite le Rocher des Fées";"La Bastide du Clos";26510;Sahune;http://www.lerocherdesfees.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.267433,44.408217]}"
"Commune de Chateauneuf de bordette";"Les Gleizes";26110;Châteauneuf-de-Bordette;www.cc-valdeygues.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.17695,44.335423]}"
"Mairie d'Arpavon - Communauté de Communes du val d'Eygues";"Le Village";26110;Arpavon;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.269058,44.370214]}"
"Mairie de Curnier - communauté de Communes du Val d'Eygues";"8, place de la Mairie";26110;Curnier;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.23408,44.385084]}"
"Office de Tourisme du Pays de Buis-les-Baronnies";"14, boulevard Michel Eysséric";26170;BUIS-LES-BARONNIES;http://www.buislesbaronnies.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.27225,44.275416]}"
"Mairie de Buis-les-Baronnies";"Place des Quinconces";26170;Buis-les-Baronnies;http://www.buislesbaronnies.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.276049,44.276157]}"
"Mairie de Saint-Sauveur-Gouvernet";"Le Village";26110;Saint-Sauveur-Gouvernet;www.cc-paysdebuis.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.351234,44.336985]}"
"Mairie de Vercoiran";"Quartier Le Moulin";26170;Vercoiran;www.cc-paysdebuis.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.340603,44.302026]}"
"Restaurant Les Délices";"Quartier les Chabrols";26170;"Mollans sur Ouvèze";http://www.facebook.com/lesdelices26;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.170531,44.225013]}"
"Les Gîtes d'Agéna";"235A chemin de Champ Coulon";26740;Condillac;http://www.spiralesdelux.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.836542,44.630538]}"
Kelvelo;"7 rue de Champ Roman";38400;"Saint Martin d'Hères";http://kelvelo.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.770997,45.185308]}"
"Camping les Tuillères";"Route de Die";26340;Vercheny;http://www.tuilleres.com/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.263776,44.71435]}"
"Gite La Colo du Chaffal";"Hameau de la Vacherie";26190;"Le Chaffal";www.lacoloduchaffal.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.183341,44.887786]}"
Ceribois;"Rovaltain Nord - Parc du 45ème parallèle - 14 rue Brillat Savarin";26300;Châteauneuf-sur-Isère;http://www.ceribois.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.984603,45.000085]}"
"Mairie d'Allex";"Avenue Henri-Seguin";26400;Allex;http://www.mairie-allex.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.915498,44.764875]}"
"Office de Tourisme du Pays de Dieulefit";"1, place Abbé Magnet";26220;Dieulefit;http://www.paysdedieulefit.eu;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.066083,44.525833]}"
"Office de tourisme de La Garde Adhémar";"Rue des Arcades";26700;"LA GARDE ADHÉMAR";http://www.la-garde-adhemar-ot.org;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.753363,44.393001]}"
"SARL REVE";"La Barronie quartier les Sablières";26110;Mirabel-aux-Baronnies;http://www.chambre-hote-drome.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.09963,44.314329]}"
"Cercle mixte Gendarmerie Orléans";"7 Boulevard Marie Stuart";45000;Orléans;www.gendarmerie.interieur.gouv.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[1.918019,47.912448]}"
JINWANG;"218 avenue Marie Curie";7800;"La Voulte-sur-Rhône";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.780713,44.7996]}"
JINWANG;"218 avenue Marie Curie";7800;"La Voulte-sur-Rhône";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.780713,44.7996]}"
"Médiatheque de St-Peray";;;St-Peray;http://www.mediatheque-saint-peray.net/mediatheque-saint-peray.net/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.8738178,44.9392229]}"
"Gîte de la Lavanche";"1300 route de la Lavanche";1510;Chavornay;http://www.giteslalavanche.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.724606,45.872749]}"
"Commune d'Albon";"Rue Franco Borga - Saint Martin des Rosiers";26140;Albon;www.mairie-albon.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.876035,45.236907]}"
"Vercors Park";"2 Boulevard du Maréchal Leclerc";26150;Die;http://www.vercors-park-tourisme.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.3724214,44.7506803]}"
"Vercors Park";"2 Boulevard du Maréchal Leclerc";26150;Die;http://www.vercors-park-tourisme.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.3724214,44.7506803]}"
"Vercors Park";"2 Boulevard du Maréchal Leclerc";26150;Die;http://www.vercors-park-tourisme.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.3724214,44.7506803]}"
"Les Terrasses";"Le Village";26110;Montaulieu;http://www.lesterrasses-montaulieu.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.223974,44.358101]}"
"Office de tourisme Pays de Dieulefit-Bourdeaux";"Rue Droite";26460;Bourdeaux;www.paysdedieulefit.eu/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.13389,44.585313]}"
"Hotel l'Abricotine";"Route de Romans - Mercurol";26600;Tain-l’Hermitage;http://hotel-abricotine.com/fr/accueil;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.890371,45.066285]}"
"Chateau de Comps";;26220;Comps;http://chateau-de-comps.over-blog.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.10766,44.552318]}"
"Congrès ANMSM";"Palais des Rois Sardes - 8 Rue de la Préfecture";6300;Nice;;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[7.275118,43.696346]}"
"Clé des champs";"Village de gîte en Ardèche - Chadeyron";7110;Montréal;http://www.cledeschamps.com/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.309816,44.513721]}"
"Mairie de Frugeres";"Rue de la Mairie";43250;Frugeres;www.cc-auzon.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[3.306458,45.384968]}"
"Mairie Sainte-Florine";"Place François Mitterrand";43250;Sainte-Florine;www.cc-auzon.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[3.319636,45.405464]}"
"SAS Achard &amp; Fils";"les sibourgs";26460;bourdeaux;sibourgs.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.158402,44.573261]}"
"Camping Camp Municipal Les Oliviers";"RD 94, quartier Saint-Jean";26510;Sahune;campingsahune.canalblog.com/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.2682,44.41414]}"
"Palais des Eveques";"16 Rue Poterne";7700;"Bourg saint Andéol";www.palais-des-eveques.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.647453,44.372657]}"
"Gite Eric Rault";"Les Bernards";26420;"La Chapelle en Vercors";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.408673,44.969682]}"
"Chambre d'hôte Les Figuiers";"Le champs";7240;Silhac;http://www.lesfiguiers.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.628313,44.877423]}"
"Auberge du Pont du Chalon";"50 route des Dauphins";26260;Marges;http://www.auberge-pontduchalon.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.046732,45.124339]}"
Yziact;"42B Avenue des Langories";26000;Valence;http://www.yziact.fr;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.9045532,44.9032582]}"
"Porte de DrômArdèche Tourisme";"Avenue Desire Valette";26240;Saint-Vallier;www.pleincoeurtourisme.com;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.8158595,45.1760037]}"
"Office de Tourisme de Grane";"7 place du Champ de Mars";26400;Grane;http://www.grane.org;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.925097,44.732296]}"
"Atelier Musee de la Soie";"Rue du 11 Novembre";26770;Taulignan;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.979199,44.443225]}"
"Hotel Restaurant le Beau Rivage";"Rue Gambetta";38680;"Pont en Royans";http://www.beaurivage-hotel.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.33844,45.0632648]}"
"SA Vildor";"Gare maritime";83980;"le lavandou";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[6.371101,43.136854]}"
"Auberge de la Valloire";"205 route de la gare";26210;Epinouze;http://www.aubergedelavalloire.sitew.com/#Nouveautes_.E;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.9336892,45.3046307]}"
"Place de la liberation";"Place de la liberation";26130;Saint-Paul-Trois-Chateaux;http://www.ville-saintpaultroischateaux.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.766508,44.347727]}"
"Médiathèque Municipale";"16 r Notre Dame";26130;Saint-Paul-Trois-Chateaux;http://www.ville-saintpaultroischateaux.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.767217,44.34801]}"
"Office de Tourisme du Pays Diois";"Rue des Jardins";26150;Die;www.diois-tourisme.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.372825,44.751913]}"
"Mairie de Loriol - Maison pour tous";"12 av République";26270;"LORIOL SUR DRÔME";http://www.loriol.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.824791,44.754449]}"
"Mairie d'Arras";"Rue de la Mairie";7370;Arras-sur-Rhône;www.arras-sur-rhone.fr;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.80723,45.141615]}"
"Office de Tourisme de Saint-Paul-trois-Châteaux";"Place Chausy";26130;Saint-Paul-Trois-Chateaux;http://www.office-tourisme-tricastin.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.770174,44.348032]}"
"Hermitage Tournonais Tourisme";"Place du 8 mai 1945";26600;Tain-l'Hermitage;http://ht-tourisme.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.837898,45.068989]}"
"Médiathèque départementale Vallée de la Drôme";"Place Alexandre Soljenitsyne";26400;Crest;http://mediatheque.ladrome.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.015423,44.730873]}"
"Mairie de Léoncel";"Le Village";26190;Léoncel;;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.288994,44.989816]}"
"Médiathèque départementale Drôme des Collines";"4 allee des terrasses";26240;Saint-Vallier;http://mediatheque.ladrome.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.816629,45.178696]}"
"Mairie d'Aucelon";"Hotel de ville";26340;Aucelon;;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.345168,44.624486]}"
"Office de Tourisme Vercors Drôme";"Place Pietri";26240;"La Chapelle en Vercors";www.vercors-drome.com;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.417287,44.970145]}"
"Foire du Dauphiné";"Avenue des Allobroges";26100;"Romans sur Isère";http://www.foire-dauphine.com/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.097436,45.056839]}"
"L'échappée trémoussante";"645-695 Chemin du Pilat";26240;"SAINT-BARTHELEMY DE VALS";http://chambresdromedetente.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.846633,45.174629]}"
"Office de Tourisme du Pays de Séderon - Hautes Baronnies";"Rue de la Bourgade";26560;Séderon;http://www.sederonenbaronnies.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.537566,44.205175]}"
"Office de Tourisme de Montbrun-les-Bains";L'Autin;26570;Montbrun-les-Bains;http://www.montbrunlesbainsofficedutourisme.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.444076,44.175523]}"
"Office de Tourisme de Pierrelatte";"2bis, avenue Jean Perrin";26700;Pierrelatte;http://www.office-tourisme-pierrelatte.com/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.698626,44.376117]}"
"Mairie de Saint Ferréol 30 Pas";"Le village";26110;"Saint-Ferréol 30 pas";http://www.saint-ferreol-trente-pas.fr;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.218993,44.42864]}"
"Societe Yziact";"2 Avenue de la Gare";26300;Alixan;www.yziact.fr;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.977,44.9896693]}"
"Communauté de Communes Porte de DromArdèche";"1 rue de la mairie";26210;Epinouze;http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.92845,45.30933]}"
"Communauté de Communes Porte de DromArdèche";"Place de l'Hôtel de Ville";7340;Champagne;http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.79921,45.27187]}"
"Communauté de Communes Porte de DromArdèche";"1, place Latour-Maubourg";26240;"La Motte de Galaure";http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.90621,45.19723]}"
"Communauté de Communes Porte de DromArdèche";"440 Route des Sables";7370;Ozon;http://www.portededromardeche.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.80196,45.16403]}"
"Communauté de Communes Porte de DromArdèche";"Rue de la Bergerie";26330;"Saint Avit";http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[4.97009,45.19713]}"
"La Ramade - Chambres et table d'hôtes";"1194 Chemin de la Ferme Barralière";26790;Tulette;http://www.chambreslaramade.fr/;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[4.933515,44.299373]}"
"Communauté de Communes Porte de DromArdèche";"Le Bourg";26530;"Le Grand-Serre";http://www.portededromardeche.fr/;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.10309,45.26959]}"
"Baïla Pizza";"Parc St Paul";26750;"St Paul les Romans";http://www.bailapizza.com;Faux;http://map.cigale-hotspot.fr/img/cigale_disconnected_40.png;"{""type"":""Point"",""coordinates"":[5.106846,45.060204]}"
"Gite Mr Delage";"1445 route de Upie";26400;"Vaunaveys la Rochette";;Vrai;http://map.cigale-hotspot.fr/img/cigale_connected_40.png;"{""type"":""Point"",""coordinates"":[5.030285,44.769052]}"
