"Norme/Schema";"Identifiant unique/UUID";"Titre/Title";"Description";"Provenance/Lineage";"Parent";"Catégorie/Category";"Mot-clé/Keyword";"Date de publication/Date submitted";"Fréquence de mise à jour/Update frequency";"Couverture territoriale/Geo Box";"Type";"Organisation/Responsible Party";"Licence/Legal constraints"
"iso19139";"14c225e8-586c-41a2-8d6b-88c19f9ce08a";"Estimation des concentrations en PM2,5 en 2014";"Image géo-référencée de la qualité de l'air, qui renseigne sur la moyenne annuelle des PM 2,5 sur le territoire du Grand Lyon en 2014. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 10 m.";"Source : Air Rhône-Alpes 2014.rf.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,qualité de l'air,pollution de l'air,données ouvertes";"";"annually";"4.634,5.152,45.538,45.936";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"51c8d1e4-a340-499f-bf92-081b84fb403b";"Orthophotographie 2009 du Grand Lyon - Dalle 1830_5190_16_CC46";"Orthophotographie au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"4.71467,4.74122,45.89772,45.94173";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"b54981b3-e0c2-4965-91c3-2b535a94f90b";"Estimation (2014) du nombre de jours de dépassement de la valeur cible (120ug.m-3) d'ozone (O3)";"Image géo-référencée de la qualité de l'air, qui renseigne sur le nombre de jours de dépassement de la valeur limite de l'ozone (O3) sur le territoire du Grand Lyon en 2014. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 100 m.";"Source : Air Rhône-Alpes 2014.r.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,qualité de l'air,pollution de l'air,données ouvertes";"";"annually";"4.633,5.148,45.541,45.934";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"a34d021d-29f2-4a62-a25d-ccff3a105c2a";"Orthophotographie 2009 du Grand Lyon - Dalle 1835_5190_16_CC46";"Orthophotographie au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"4.73981,4.80569,45.89676,45.94073";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d820dd37-cdf6-4c6e-92be-064a4174f25d";"Orthophotographie 2009 du Grand Lyon - Dalle 1840_5190_16_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-04-05";"";"4.80423,4.87015,45.89576,45.93969";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"fca9a5e1-d933-460c-a63a-9bfadc63a93c";"Estimation des concentrations de dioxyde d’azote (NO2) en 2013 (Moyenne annuelle)";"Image géo-référencée de la qualité de l'air, qui renseigne sur la moyenne annuelle du dioxyde d'azote (NO2) sur le territoire du Grand Lyon en 2013. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 10 m.";"Source : Air Rhône-Alpes 2013.rf.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,pollution de l'air,qualité de l'air,données ouvertes";"2014-05-01 2015-05-01";"annually";"4.681,5.067,45.55,45.917";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"64469fe4-2296-4f2e-add5-8486f8d6cdaa";"Orthophotographie infrarouge 2015 - Dalle 1830_5175_8cm_IR_CC46";"L'orthophographie aérienne infrarouge est produite par la mise en géométrie et l'association des clichés issus de la prise de vues aérienne. Cette prise de vues est réalisée avec un capteur à plusieurs canaux (Rouge, Vert, Bleu et proche Infrarouge). La production des images infrarouges est réalisée par association des canaux Rouge, Vert et proche Infrarouge (on enlève le Bleu).Cette donnée couvre les 1 399 km² sur le Grand Lyon et ses environs. Le tableau d'assemblage permet de localiser les 64 dalles de 25 km² (selon le quadrillage RGF93 CC46) au pixel de 0.08 m.Le téléchargement de ces dalles se fait par 64 fiches liées (fiches \"Enfants\").";"Acquisition aérienne pendant la campagne de prise de vues réalisée en mai 2015";"86f22d7a-1d61-405b-a2f8-9ebf2ca1e8e7";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2015-04-02";"";"4.6713,4.737,45.7628,45.8068";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"b381bffd-f9ca-41b5-9627-37ded0279dd8";"Orthophotographie 2009 du Grand Lyon - Dalle 1830_5160_16_CC46";"Orthophotographies au format ECW, en dalles de taille variable (25, 100 km², vue d'ensemble) selon le quadrillage RGF93 CC46. Les pixels de 0.16 m sont agrégés à 0.5, 1 et 2 m.Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2012-06-26 2010-02-26 2009-08-17";"";"4.69274,4.73339,45.62787,45.67189";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"dab3df87-609e-4deb-b282-02359fca9781";"Orthophotographie 2009 du Grand Lyon - Dalle 1830_5150_16_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m Existe également en TIF (dalles de 1 km²), et en clichés.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2010-02-26 2009-08-17 2012-06-26";"";"4.69115,4.73,45.5462,45.5819";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"02837992-18e2-4814-b8eb-079c962c0a11";"Orthophotographie 2009 du Grand Lyon - Dalle 1830_5165_16_CC46";"Orthophotographie au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.16 m.";"Prise de vue par caméra numérique, en été 2009.";"cd104534-0adb-4629-b765-75916d74bd56";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2012-06-26 2010-02-26 2009-08-17";"";"4.69926,4.73478,45.6729,45.71687";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"927740b6-5006-4428-82f9-83d06a23b310";"Orthophotographie 2012 du Grand Lyon - Dalle 1855_5185_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.99585,5.06187,45.84756,45.88239";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d0c244c4-6d79-482d-9740-68d718777cae";"Orthophotographie 2012 du Grand Lyon - Dalle 1865_5165_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"5.11771,5.17077,45.66534,45.70935";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"a21871e4-1fe1-4844-a7bc-0703f4cec7d4";"Orthophotographie 2012 du Grand Lyon - Dalle 1835_5165_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.7328,4.79841,45.67187,45.71585";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"3b3cf776-4daa-4d40-98b5-c2a3176aeec5";"Orthophotographie 2012 du Grand Lyon - Dalle 1835_5160_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.73141,4.79696,45.62689,45.67087";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"1efccbae-e414-4231-8ac2-27302c1aee44";"Orthophotographie 2016 Théâtre et Odéon Fourvière";"Orthophotographie de 8,77 hectares sur le site du Théâtre et de l’Odéon antique de Fourvière dans le 5ème arrondissement de Lyon. L’acquisition a été enregistrée en octobre 2016, le fichier est fourni dans le format ECW.Un assemblage est réalisé en bordure de zone afin de garantir une continuité avec la prise de vue existante sur le secteur réalisée en 2015 (https://data.grandlyon.com/imagerie/orthophotographie-2015-du-grand-lyon/).La résolution de l’image est de 1 cm par pixel";"Prise de vue par caméra numérique en Octobre 2016";"";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2017-02-14";"";"4.818592985451694,4.820588548958775,45.75921117012351,45.760285292277985";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d44d34e6-29f8-47a7-8378-bb357810dfe1";"Orthophotographie 2012 du Grand Lyon - Dalle 1835_5170_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.7342,4.79986,45.71684,45.76082";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d7a7962e-3577-4354-aa61-6c59a2bfd98c";"Orthophotographie 2012 du Grand Lyon - Dalle 1855_5170_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.99102,5.05688,45.71264,45.75647";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"b183b32d-3857-4c83-b183-57a62baf70ac";"Estimation du nombre de jours de dépassement de la valeur limite (50µg.m-3) des PM10 en 2014";"Image géo-référencée de la qualité de l'air, qui renseigne sur le nombre de jours de dépassement des PM 10 sur le territoire du Grand Lyon en 2014. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 10 m.";"Source : Air Rhône-Alpes 2014.rf.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,qualité de l'air,pollution de l'air,données ouvertes";"";"annually";"4.634,5.147,45.542,45.934";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"613cd879-bae8-436b-9d54-78aae2d5d079";"Estimation de la concentration en PM10 en 2014 (Moyenne annuelle)";"Image géo-référencée de la qualité de l'air, qui renseigne sur la moyenne annuelle des PM 10 sur le territoire du Grand Lyon en 2014. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement .tfw et .tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 10 m.";"Air Rhône-Alpes 2014.rf.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.";"";"Santé et sécurité des personnes";"Santé et sécurité des personnes,Conditions atmosphériques,qualité de l'air,pollution de l'air,environnement,données ouvertes";"";"annually";"4.634,5.1465,45.5422,45.934";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"c55a53ee-8de3-498b-885b-9a0daf027168";"Estimation du nombre de jours de dépassement de la valeur cible santé d'ozone (O3) en 2013";"Image géo-référencée de la qualité de l'air, qui renseigne sur le nombre de jours de dépassement de la valeur limite de l'ozone (O3) sur le territoire du Grand Lyon en 2013. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 100 m.";"Source : Air Rhône-Alpes 2013.r.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Santé et sécurité des personnes";"Santé et sécurité des personnes,Conditions atmosphériques,qualité de l'air,pollution de l'air,données ouvertes";"2014-05-01 2015-05-01";"annually";"4.681,5.067,45.55,45.917";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"01263323-2fc1-452b-adfb-11bd631f6758";"Ilot de la trame urbaine (Fond de plan)";"Ensemble de terrains délimités par des voies.La mise à jour dépend d'une prise de vue aérienne.";"Base fond de plan mise à jour en s'appuyant sur le plan cadastral et les prises de vue aériennes.";"4e21e76e-d20c-49b6-9959-cd4785c30a9a";"Usage des sols";"Usage des sols,Occupation des terres,données ouvertes";"2013-11-07 2012-04-02";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"1493d6d5-37a4-4bcf-ac46-dc599f457e9e";"Orthophotographie 2012 du Grand Lyon - Dalle 1830_5190_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.71405,4.74122,45.89772,45.94173";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"e28e23a8-6eeb-4851-afd8-50e243349a9f";"Estimation de la valeur AOT40 Ozone en 2014 (valeur cible pour la protection de la végétation)";"Image géo-référencée de la qualité de l'air, qui renseigne sur la valeur de l'AOT40 sur le territoire du Grand Lyon en 2014. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 100 m.";"Source : Air Rhône-Alpes 2014.r.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,qualité de l'air,pollution de l'air,environnement,données ouvertes";"";"annually";"4.633,5.148,45.541,45.934";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"4035243b-dcc4-41d2-b479-e0b8f07ef354";"Image du relief du Grand Lyon 2012 (pixel de 10 m)";"Image au format TIF du modèle numérique de terrain du Grand Lyon (MNT), issu de la prise vue aérienne 2012. En RGF93 CC46. La taille des pixels est de 10 m.";"Prise de vue par caméra numérique, en été 2009.";"";"Altitude";"Altitude,données ouvertes";"2010-08-02";"irregular";"4.681,5.16,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"259bda39-e1fa-46c3-8b04-d301f5aad2bd";"Températures de surface Métropole de Lyon - Avril 2011 (jour)";"Température de surface pouvant être cartographiée par un dégradé de couleurs représentant les zones chaudes/froides (cf. aperçu).Donnée raster monocanal, image satellite prise le 30 avril 2011. Un pixel représente 30 m terrain ; la donnée source Landsat 5 a un pixel de 120 m.Mise en garde d'utilisation : la température de surface n’est pas la température de l’air. On ne peut donc pas obtenir, à partir de cette donnée, une carte de la température de l’air et donc des Ilots de Chaleur mais bien une carte des surfaces les plus chaudes vues du ciel. Ainsi, en zone dense on aura principalement la température des toits, quand les rues sont plus larges on aura aussi la température des voiries ou des sols, dans tous les cas l’impact des façades ne sera pas visible.";"Données des capteurs thermiques du satellite Landsat 5 (résolution 120 m) le 11 avril 2011 à 10h11 UTC (12h11 heure locale), corrigées des effets atmosphériques, topographiques et de l’émissivité.";"";"Santé et sécurité des personnes";"Santé et sécurité des personnes,changement climatique,température,données ouvertes";"";"notPlanned";"4.681,5.067,45.55,45.92";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"c6c20feb-95df-44d9-ab0c-ae1f4a53d13c";"Orthophotographie 2012 du Grand Lyon - Dalle 1845_5165_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.86111,4.92682,45.66984,45.71374";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"b450552c-c311-443a-b99a-c5ea16d1fd80";"Orthophotographie 2012 du Grand Lyon - Dalle 1850_5165_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.92527,4.99102,45.66877,45.71264";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"edda50b2-daf6-4b5f-ae65-542e7a89ad8d";"Zone d'exclusion de la trame urbaine du Grand Lyon (Fond de plan)";"Zones d'exclusion et pseudos terrains : zones dans lesquelles le plan cadastral est « suffisamment mauvais » pour que l'on gère les éléments manuellement (cf exemples)";"Base fond de plan mise à jour en s'appuyant sur le plan cadastral et les prises de vue aériennes.";"4e21e76e-d20c-49b6-9959-cd4785c30a9a";"Occupation des terres";"Occupation des terres,données ouvertes";"2013-11-07";"irregular";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"6bb70598-8a7e-42b0-ab96-84aab40747c0";"Panneaux d'affichages libres de la Ville de Chassieu";"Emplacements des panneaux destinés à l'affichage libre (associations, politiques, manifestations culturelles ou sportives, ...). Informations supplémentaires sur les dimensions des panneaux.";"Saisi et mise à jour Ville de Chassieu/Direction aménagement/ Service Environnementbase de la réglementation en vigueur et de vérification terrain.";"";"Services d'utilité publique et services publics";"Services d'utilité publique et services publics,Signalétique,Voirie,Communication,données ouvertes";"";"annually";"4.932,4.994,45.719,45.753";"dataset";"Ville de Chassieu";"Licence Ouverte";
"iso19139";"01a6e6d6-1c8e-4f8e-b952-02d823cfefaa";"Orthophotographie 2003 du Grand Lyon";"Orthophotographies au format ECW,  selon le quadrillage Lambert 2. Les pixels de 0.16 m ont été agrégés à 0.5, 1 et 2 m.Existe en TIF,en dalles de 1 km².Des assemblages par communes sont disponibles au format JPEG.Seul le dallage de 1 km² en TIF et pixel de 0.16 m, a été recalculé en projection RGF93 CC46.Les fichiers scan des clichés sont archivés.";"Prise de vue par caméra argentique, en été 2003";"";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2005-01-03 2012-06-26 2003-07-09";"";"4.672,5.175,45.58,45.926";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"d58bc748-2adc-47e1-adc3-426887f2a2dc";"Bâtiment (Plan cadastral informatisé du Grand Lyon)";"Objet surfacique, correspondant à une construction assise sur une ou plusieurs parcelles cadastrales.";"Les feuilles cadastrales ont été digitalisées entre 1989 et 1993, dans le cadre d'une convention signée avec les services du cadastre. La mise à jour numérique est faite par la DGI, et livrée tous les 6 mois environ.";"a4a59854-fb93-4c80-baac-af2c31ac2104";"Parcelles cadastrales";"Parcelles cadastrales";"2014-04-22 2015-03-09";"biannually";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"f6f73b8d-80ac-48c6-8f7c-a7ae2879c2b7";"Estimation des concentrations de PM10 en 2013 (Moyenne annuelle)";"Image géo-référencée de la qualité de l'air, qui renseigne sur la moyenne annuelle des PM 10 sur le territoire du Grand Lyon en 2013. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 10 m.";"Source : Air Rhône-Alpes 2013.rf.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.Modélisation avec assimilation des résultats de mesures terrain.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,pollution de l'air,qualité de l'air,données ouvertes";"2014-05-01 2015-05-01";"annually";"4.681,5.067,45.55,45.917";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
"iso19139";"c6afb2ad-e44a-4420-a992-4a8ade17086d";"ENS - Espaces naturels sensibles";"Espaces naturels sensibles du Grand LyonPérimètre issus de la révision de l'inventaire des espaces naturels sensible du Département du Rhône en 2013.Donnée saisie sur la base de l'orthophoto IGN 2011.";"-- Généalogie du jeu de données --";"";"Habitats et biotopes";"Habitats et biotopes,Sites protégés,Occupation des terres,espace naturel sensible,site naturel,diversité biologique,espace naturel,protection des espaces naturels,relations homme-nature,espace protégé,données ouvertes";"";"notPlanned";"4.681,5.067,45.55,45.94";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"cb83bd95-4cdd-476e-88f9-7adb7f7e7e64";"Orthophotographie 2012 du Grand Lyon - Dalle 1835_5175_10cm_CC46";"Orthophotographies au format ECW, en dalles de taille 25 km² (sauf en bordure de zone), selon le quadrillage RGF93 CC46, pixels de 0.10 m.";"Prise de vue par caméra numérique, en mars-avril 2012.";"a5aef8c7-002a-4dd5-a985-39f8f4f69265";"Ortho-imagerie";"Ortho-imagerie,données ouvertes";"2013-12-02";"";"4.7356,4.80131,45.76182,45.8058";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"059d00a0-1050-4801-8869-2417aa05b2dd";"PENAP - Protection des espaces naturels et agricoles périurbains";"Périmètres PENAPLes périmètres PENAP sont des zonages permettant de figer la vocation agricole et/ou naturelle des terrains qu'ils concernent aux documents d'urbanisme (PLU et SCOT).Ils permettent également la mise en place de projets de développement rural afin notamment de pérenniser et dynamiser l'activité agricole sur ces territoires grâce au programme PSADER-PENAP (projet stratégique agricole et de développement rural)";"sources des données : Grand Lyon, Département du Rhône";"";"environnement";"environnement,paysage,patrimoine naturel,politique territoriale,economie agricole,protection des espaces naturels,protection des sites,protection des terres,protection du paysage,protection des cultures,agriculture,Sites protégés,Occupation des terres,Usage des sols,données ouvertes";"";"asNeeded";"4.681,5.067,45.55,45.94";"dataset";"Métropole de Lyon / Direction Planification et politique d'agglomération (DPPA)";"Licence Ouverte";
"iso19139";"44d94e83-fee9-4c4c-bbac-f99d06c2e406";"Parcelle cadastrale (Plan cadastral informatise du Grand Lyon)";"Portion du territoire communal d'un seul tenant située dans une subdivision de section et appartenant à un même propriétaire.";"Les feuilles cadastrales ont été digitalisées entre 1989 et 1993, dans le cadre d'une convention signée avec les services du cadastre. La mise à jour numérique est faite par la DGI, et livrée tous les 6 mois environ.";"a4a59854-fb93-4c80-baac-af2c31ac2104";"Parcelles cadastrales";"Parcelles cadastrales";"2014-04-22 2015-03-09";"biannually";"4.681,5.067,45.55,45.917";"dataset";"Métropole de Lyon / Direction Innovation Numérique et Systèmes d'Information (DINSI)";"Licence Ouverte";
"iso19139";"50ae5cdc-c4a2-4eac-9208-73eab5dbc129";"Estimation des concentrations de dioxyde d’azote (NO2) en 2014 (Moyenne annuelle)";"Image géo-référencée de la qualité de l'air, qui renseigne sur la moyenne annuelle du dioxyde d'azote (NO2) sur le territoire du Grand Lyon en 2014. L'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés. Image au format Tiff avec fichiers de géoréférencement Twf et Tab ; projection RGF93 Lambert 93 (EPSG:2154) ; la taille des pixels est de 10 m.";"Source : Air Rhône-Alpes 2014.rf.aL'interpolation effectuée à partir des données modélisées et le choix des couleurs sont codifiés.";"";"Conditions atmosphériques";"Conditions atmosphériques,Santé et sécurité des personnes,pollution de l'air,qualité de l'air,données ouvertes";"";"annually";"4.634,5.147,45.542,45.934";"dataset";"ATMO Auvergne-Rhône-Alpes";"Licence Ouverte";
